order_id,product_name,order_date,sales,quantity,profit
CA-2015-143238,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,2015-09-06,46.32,4,18.0648
CA-2015-168746,High-Back Leather Manager's Chair,2015-01-27,181.986,2,-54.5958
CA-2015-113404,Hon 2090 Pillow Soft Series Mid Back Swivel/Tilt Chairs,2015-07-16,1348.704,6,-219.1644
CA-2016-144792,12-1/2 Diameter Round Wall Clock,2016-04-30,111.888,7,22.3776
CA-2014-164385,Belkin 8 Outlet SurgeMaster II Gold Surge Protector,2014-09-26,143.952,3,14.3952
US-2016-114174,"Bush Westfield Collection Bookcases, Dark Cherry Finish",2016-09-08,173.94,3,13.9152
CA-2017-108070,"Belkin 19"" Vented Equipment Shelf, Black",2017-04-16,205.92,4,2.0592
US-2015-128090,Newell 346,2015-08-16,2.304,1,0.2592
CA-2017-101042,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",2017-11-19,821.88,6,213.6888
CA-2016-155439,Xerox 224,2016-09-14,25.92,4,12.4416
CA-2016-118626,HTC One Mini,2016-08-15,705.544,7,70.5544
CA-2015-111458,Dell Slim USB Multimedia Keyboard,2015-09-26,50.0,2,12.0
US-2016-126844,Contemporary Wood/Metal Frame,2016-10-08,51.712,8,-32.32
US-2015-112508,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",2015-03-24,6.992,2,0.5244
CA-2015-147788,O'Sullivan Living Dimensions 3-Shelf Bookcases,2015-05-31,1406.86,7,140.686
CA-2015-144288,Avery 474,2015-12-25,9.216,4,3.3408
CA-2015-110632,KeyTronic KT800P2 - Keyboard - Black,2015-03-17,15.02,1,2.7036
CA-2017-109589,Memorex Froggy Flash Drive 8 GB,2017-12-21,71.0,4,27.69
CA-2017-123967,GBC Standard Plastic Binding Systems' Combs,2017-11-01,25.12,5,7.85
CA-2017-148929,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",2017-09-07,478.08,8,133.8624
CA-2017-134404,AT&T 1080 Corded phone,2017-12-27,164.388,2,-35.6174
CA-2017-109778,"Crayola Anti Dust Chalk, 12/Pack",2017-07-16,2.912,2,0.91
CA-2016-155845,Logitech diNovo Edge Keyboard,2016-08-12,1399.944,7,52.4979
CA-2017-145128,Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,2017-07-09,526.45,5,31.587
CA-2014-129091,Fashion Color Clasp Envelopes,2014-11-22,16.23,3,7.9527
US-2014-155502,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",2014-01-26,62.82,3,30.7818
CA-2015-121041,"#10 Gummed Flap White Envelopes, 100/Box",2015-11-03,6.608,2,2.1476
CA-2017-131695,Steel Personal Filing/Posting Tote,2017-06-30,248.57,7,67.1139
CA-2016-137729,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",2016-05-05,5.98,1,1.0166
US-2016-115455,"Executive Impressions 12"" Wall Clock",2016-09-08,14.136,2,-7.7748
CA-2017-128300,Motorla HX550 Universal Bluetooth Headset,2017-11-24,79.1,2,39.55
CA-2017-149048,Tyvek Side-Opening Peel & Seel Expanding Envelopes,2017-05-13,180.96,2,81.432
CA-2017-108553,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,2017-04-23,121.94,2,35.3626
CA-2016-165848,Easy-staple paper,2016-06-04,14.94,3,7.0218
CA-2014-112718,Avery Binder Labels,2014-12-16,1.167,1,-0.8558
CA-2016-154053,Berol Giant Pencil Sharpener,2016-03-04,16.99,1,4.9271
CA-2014-127446,KeyTronic KT400U2 - Keyboard - Black,2014-11-25,24.672,3,0.0
CA-2016-137204,"Global Stack Chair without Arms, Black",2016-04-28,41.568,2,2.598
CA-2014-147298,Bevis Steel Folding Chairs,2014-04-26,230.28,3,23.028
CA-2017-147942,Avery 498,2017-04-01,5.78,2,2.7166
CA-2017-115931,Design Ebony Sketching Pencil,2017-12-22,4.17,3,1.0842
CA-2014-164861,Xerox 214,2014-12-03,25.92,4,12.4416
CA-2017-127180,Canon imageCLASS 2200 Advanced Copier,2017-10-22,11199.968,4,3919.9888
US-2017-165344,SanDisk Cruzer 32 GB USB Flash Drive,2017-11-13,60.864,4,9.1296
CA-2015-168186,Xerox 1952,2015-09-10,14.94,3,7.0218
US-2017-110604,24-Hour Round Wall Clock,2017-05-15,39.96,2,17.1828
CA-2015-116750,Stackable Trays,2015-07-05,4.928,2,0.7392
CA-2015-162369,Fellowes Super Stor/Drawer Files,2015-08-15,323.1,2,61.389
CA-2017-108441,"TOPS Voice Message Log Book, Flash Format",2017-06-12,19.04,4,9.3296
CA-2015-169740,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,2015-02-20,29.99,1,2.999
CA-2016-124051,White Computer Printout Paper by Universal,2016-12-29,186.048,6,67.4424
CA-2016-149111,Motorola L804,2016-04-17,36.792,1,4.1391
CA-2014-131002,"Executive Impressions 13"" Clairmont Wall Clock",2014-09-07,57.69,3,23.6529
US-2016-146794,Bestar Classic Bookcase,2016-09-26,424.9575,5,19.998
CA-2017-112515,Avery Non-Stick Binders,2017-09-17,10.776,3,3.5022
CA-2016-150343,Convenience Packs of Business Envelopes,2016-08-16,10.86,3,5.1042
CA-2015-135538,SAFCO Arco Folding Chair,2015-12-24,883.84,4,99.432
CA-2017-123372,Google Nexus 5,2017-11-28,1979.89,11,494.9725
CA-2017-159604,Acco 3-Hole Punch,2017-04-14,8.76,2,4.2048
CA-2016-164784,Avery 499,2016-05-01,3.984,1,1.2948
CA-2016-111794,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,2016-10-01,79.512,3,20.8719
US-2015-139759,"Global Deluxe Stacking Chair, Gray",2015-08-25,40.784,1,4.5882
CA-2014-126403,Xerox 1913,2014-09-09,166.44,3,79.8912
CA-2017-136875,Xerox 1888,2017-12-03,166.44,3,79.8912
CA-2017-132185,Pencil and Crayon Sharpener,2017-11-27,8.76,5,0.7665
US-2014-160780,"Wilson Jones 1"" Hanging DublLock Ring Binders",2014-06-21,11.088,7,-8.1312
CA-2017-127026,Avery Durable Binders,2017-01-21,14.4,5,7.056
CA-2017-137085,Satellite Sectional Post Binders,2017-06-29,312.552,9,101.5794
CA-2016-133123,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",2016-09-06,95.952,3,29.985
US-2016-128195,Ibico Presentation Index for Binding Systems,2016-08-04,3.98,5,-6.567
CA-2015-153220,"Adams ""While You Were Out"" Message Pads",2015-11-12,15.7,5,7.065
CA-2014-123064,BIC Brite Liner Grip Highlighters,2014-06-30,5.248,4,1.64
CA-2017-156412,Storex Dura Pro Binders,2017-12-04,5.346,3,-4.455
US-2016-144211,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",2016-08-28,15.48,3,5.6115
CA-2016-138079,"Contract Clock, 14"", Brown",2016-01-22,109.9,5,37.366
CA-2014-143182,"Executive Impressions 13"" Clairmont Wall Clock",2014-10-15,15.384,1,4.0383
CA-2016-161662,Xerox 1912,2016-02-07,30.352,2,10.6232
CA-2014-145317,Hewlett-Packard Deskjet 6540 Color Inkjet Printer,2014-03-18,821.3,4,-16.426
CA-2014-143413,Xerox 1944,2014-05-24,116.28,3,56.9772
CA-2017-156818,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,2017-07-11,132.6,6,17.238
CA-2017-155873,Acme Elite Stainless Steel Scissors,2017-06-16,16.68,2,4.3368
CA-2015-121797,"Computer Room Manger, 14""",2015-01-30,227.36,7,81.8496
US-2015-120572,Acco D-Ring Binder w/DublLock,2015-12-11,12.828,2,-8.9796
CA-2017-132430,Nu-Dell Leatherette Frames,2017-10-09,45.888,4,9.1776
CA-2017-146031,Sanford Liquid Accent Highlighters,2017-07-29,60.12,9,22.2444
CA-2014-110100,AT&T CL2909,2014-04-25,302.376,3,37.797
CA-2015-103723,Prang Drawing Pencil Set,2015-12-01,13.9,5,5.56
CA-2014-127187,Plantronics Voyager Pro HD - Bluetooth Headset,2014-12-04,129.98,2,62.3904
CA-2017-128475,Sony 64GB Class 10 Micro SDHC R40 Memory Card,2017-08-26,71.98,2,15.1158
CA-2014-100006,AT&T EL51110 DECT,2014-09-07,377.97,3,109.6113
CA-2017-144827,"Fellowes Mobile File Cart, Black",2017-12-21,124.36,2,33.5772
CA-2014-110030,12-1/2 Diameter Round Wall Clock,2014-12-06,23.976,3,-14.3856
CA-2014-121286,OIC Bulk Pack Metal Binder Clips,2014-11-04,8.376,3,2.7222
CA-2016-164735,Acco Perma 4000 Stacking Storage Drawers,2016-04-14,81.2,5,12.18
CA-2014-153479,Avery 512,2014-10-04,14.45,5,6.7915
CA-2017-149888,Jabra Supreme Plus Driver Edition Headset,2017-11-07,359.97,5,-71.994
CA-2017-119193,Angle-D Ring Binders,2017-12-22,1.641,1,-1.3128
CA-2017-104801,Newell 311,2017-02-13,6.63,3,1.7901
CA-2014-107594,"Logitech B530 USB Headset - headset - Full size, Binaural",2014-07-02,73.98,2,19.9746
CA-2015-129770,Easy-staple paper,2015-02-21,49.12,4,23.0864
CA-2015-115798,BlackBerry Q10,2015-11-13,377.97,3,94.4925
CA-2017-122707,Compact Automatic Electric Letter Opener,2017-04-16,477.24,4,9.5448
CA-2016-165015,Staple envelope,2016-02-25,46.72,5,17.52
CA-2014-149244,"Executive Impressions 12"" Wall Clock",2014-11-04,35.34,2,13.4292
CA-2015-140144,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",2015-06-20,257.64,6,100.4796
CA-2017-163321,Logitech G700s Rechargeable Gaming Mouse,2017-08-07,79.992,1,21.9978
CA-2014-155887,"Bevis Traditional Conference Table Top, Plinth Base",2014-05-12,700.056,3,-130.0104
US-2015-165449,SanDisk Cruzer 8 GB USB Flash Drive,2015-11-22,27.168,4,-1.3584
CA-2015-110247,SpineVue Locking Slant-D Ring Binders by Cardinal,2015-12-04,8.226,3,-6.0324
US-2014-141257,"Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back",2014-06-08,585.552,3,73.194
CA-2014-154669,Advantus Rolling Drawer Organizers,2014-08-08,423.28,11,110.0528
CA-2014-158029,Hon Olson Stacker Stools,2014-05-26,225.296,2,22.5296
CA-2015-155306,Prang Drawing Pencil Set,2015-04-17,5.56,2,2.224
CA-2016-127775,Razer Kraken PRO Over Ear PC and Music Headset,2016-06-11,239.97,3,71.991
CA-2016-146171,"Executive Impressions 13"" Clairmont Wall Clock",2016-03-11,76.92,4,31.5372
CA-2014-129574,"Wirebound Service Call Books, 5 1/2"" x 4""",2014-05-26,48.4,5,23.232
CA-2017-126536,Maxell 4.7GB DVD-R 5/Pack,2017-10-12,0.99,1,0.4356
CA-2017-165757,GBC Plasticlear Binding Covers,2017-06-22,10.332,3,-7.5768
CA-2017-167752,Belkin F9M820V08 8 Outlet Surge,2017-01-15,34.384,1,3.8682
US-2015-122140,APC 7 Outlet Network SurgeArrest Surge Protector,2015-04-02,32.192,2,-80.48
CA-2016-163986,Crate-A-Files,2016-09-03,54.5,5,14.17
CA-2017-158967,Staple-based wall hangings,2017-12-10,19.104,3,5.7312
CA-2016-131576,Ibico Standard Transparent Covers,2016-11-22,49.44,3,24.2256
CA-2017-143455,Xerox 222,2017-11-11,10.368,2,3.6288
CA-2016-144729,"Belkin 19"" Vented Equipment Shelf, Black",2016-10-21,154.44,3,1.5444
CA-2015-127019,Belkin 6 Outlet Metallic Surge Strip,2015-12-21,60.984,7,4.5738
CA-2015-138534,"Sauder Camden County Collection Libraries, Planked Cherry Finish",2015-07-17,195.466,2,-13.7976
CA-2017-108322,3M Hangers With Command Adhesive,2017-04-30,23.68,8,6.216
CA-2017-167668,Avery 505,2017-05-06,59.2,4,29.6
CA-2017-146724,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",2017-11-20,22.0,10,9.68
CA-2016-139878,Digium D40 VoIP phone,2016-11-11,257.98,2,74.8142
US-2016-106677,Anker Astro Mini 3000mAh Ultra-Compact Portable Charger,2016-11-05,23.988,2,-15.992
CA-2016-116974,Mediabridge Sport Armband iPhone 5s,2016-10-09,23.976,4,-15.5844
CA-2015-149972,Hon Every-Day Series Multi-Task Chairs,2015-09-21,601.536,4,0.0
US-2014-117744,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",2014-12-02,58.36,5,-24.803
CA-2014-125514,Fellowes Basic Home/Office Series Surge Protectors,2014-09-21,25.96,2,7.5284
CA-2014-154599,Pyle PMP37LED,2014-04-12,1075.088,14,94.0702
CA-2017-158743,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",2017-10-20,13.36,4,4.1416
CA-2016-153318,Panasonic KX-TG9471B,2016-10-25,783.96,5,78.396
US-2015-110163,Lumber Crayons,2015-11-01,7.88,1,1.773
CA-2017-143329,9-3/4 Diameter Round Wall Clock,2017-11-03,41.37,3,17.3754
CA-2015-159380,Xerox 1962,2015-05-12,12.84,3,5.778
CA-2015-122623,"Metal Folding Chairs, Beige, 4/Carton",2015-09-07,47.516,2,-2.0364
CA-2015-148635,Plymouth Boxed Rubber Bands by Plymouth,2015-07-25,9.42,2,0.471
CA-2015-135685,Xerox 191,2015-11-16,179.82,9,84.5154
CA-2015-104626,Deluxe Heavy-Duty Vinyl Round Ring Binder,2015-09-01,114.6,5,51.57
CA-2016-160500,Computer Printout Index Tabs,2016-05-05,6.72,5,2.352
CA-2017-100202,Adtran 1202752G1,2016-12-31,302.376,3,22.6782
CA-2017-131016,Newell 314,2017-09-18,8.928,2,0.558
US-2014-112914,Xerox 1954,2014-09-25,33.792,8,10.56
CA-2016-124149,Embossed Ink Jet Note Cards,2016-04-23,108.336,6,37.9176
CA-2014-148915,"Carina Mini System Audio Rack, Model AR050B",2014-11-01,443.92,5,-94.333
CA-2017-134649,Newell 311,2017-01-26,15.47,7,4.1769
CA-2017-110842,Belkin 6 Outlet Metallic Surge Strip,2017-11-11,10.89,1,2.8314
CA-2016-147368,Cisco CP-7937G Unified IP Conference Station Phone,2016-06-09,695.7,2,-27.828
US-2015-104185,Iceberg Mobile Mega Data/Printer Cart ,2015-09-03,120.33,1,31.2858
US-2014-125521,Global Commerce Series High-Back Swivel/Tilt Chairs,2014-03-14,1139.92,4,284.98
US-2017-135062,Xerox 1945,2017-08-31,229.544,7,83.2097
CA-2017-135650,Fellowes Officeware Wire Shelving,2017-03-23,143.728,2,-32.3388
CA-2017-112865,KeyTronic KT800P2 - Keyboard - Black,2017-05-18,36.048,3,-0.9012
US-2016-162852,"Global Manager's Adjustable Task Chair, Storm",2016-12-27,845.488,8,-12.0784
CA-2017-138163,Stanley Bostitch Contemporary Electric Pencil Sharpeners,2017-11-17,50.94,3,14.2632
CA-2017-152093,Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,2017-09-10,762.594,3,-1143.891
CA-2017-157854,"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",2017-04-08,56.28,6,15.7584
CA-2016-123617,ACCOHIDE Binder by Acco,2016-11-28,7.434,6,-5.6994
US-2016-128293,Carina Double Wide Media Storage Towers in Natural & Black,2016-06-02,64.784,1,-12.9568
CA-2017-107342,"Wirebound Message Books, 2 7/8"" x 5"", 3 Forms per Page",2017-12-17,28.16,4,13.2352
CA-2016-136371,"GE 4 Foot Flourescent Tube, 40 Watt",2016-03-19,14.98,1,6.8908
CA-2017-137344,"Neat Ideas Personal Hanging Folder Files, Black",2017-08-20,40.29,3,10.4754
CA-2017-169810,Avery 498,2017-07-25,20.23,7,9.5081
CA-2016-128594,Global Troy Executive Leather Low-Back Tilter,2016-08-26,1603.136,4,100.196
CA-2016-154690,Hon Olson Stacker Stools,2016-08-15,225.296,2,22.5296
CA-2017-138975,Kingston Digital DataTraveler 32GB USB 2.0,2017-05-19,67.8,4,4.068
CA-2017-106537,Xerox 2000,2017-08-12,20.736,4,7.2576
US-2017-103828,Sterilite Officeware Hinged File Box,2017-08-13,31.44,3,8.4888
CA-2016-115588,Staple remover,2016-11-10,14.72,5,-3.312
CA-2017-143861,Dana Swing-Arm Lamps,2017-06-12,17.088,2,1.068
CA-2014-148040,Xerox 1951,2014-03-22,74.352,3,23.235
CA-2017-135167,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",2017-06-15,4.26,1,1.7466
CA-2017-137022,Tennsco Regal Shelving Units,2017-11-16,811.28,8,24.3384
US-2017-102638,Ideal Clamps,2017-12-29,6.03,3,2.9547
US-2016-167339,Global Super Steno Chair,2016-01-21,153.568,2,-5.7588
CA-2016-152072,Quality Park Security Envelopes,2016-01-15,52.34,2,24.5998
CA-2016-102932,Storex DuraTech Recycled Plastic Frosted Binders,2016-09-19,25.44,6,12.72
CA-2014-165540,GBC Standard Plastic Binding Systems Combs,2014-02-21,8.85,5,-13.7175
CA-2016-130799,"Eldon Regeneration Recycled Desk Accessories, Smoke",2016-11-11,6.96,4,2.2272
CA-2016-164483,Heavy-Duty E-Z-D Binders,2016-01-30,17.456,2,5.8914
US-2016-159856,Global Deluxe Steno Chair,2016-10-18,307.92,5,-34.641
CA-2017-102099,Newell 327,2017-12-18,6.63,3,1.7901
CA-2017-164049,"Wirebound Message Books, Four 2 3/4 x 5 Forms per Page, 200 Sets per Book",2017-11-02,23.85,5,10.7325
CA-2014-142727,"Global Stack Chair without Arms, Black",2014-04-29,51.96,2,12.99
CA-2017-139913,Xerox 1969,2017-10-23,11.56,2,5.6644
CA-2014-169033,Peel-Off China Markers,2014-03-30,49.65,5,20.853
US-2016-164630,Hewlett Packard 310 Color Digital Copier,2016-01-04,959.968,4,119.996
US-2015-114839,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,2015-04-26,408.422,2,-5.8346
CA-2015-166464,Hewlett Packard 310 Color Digital Copier,2015-09-12,479.984,2,59.998
CA-2017-124898,Xerox 1935,2017-09-11,184.66,7,84.9436
CA-2016-164035,Xerox 1978,2016-06-12,23.12,5,8.381
CA-2016-153577,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",2016-06-27,37.464,7,12.1758
CA-2014-127586,"Dual Level, Single-Width Filing Carts",2014-09-26,310.12,2,80.6312
CA-2017-121615,Xerox 1971,2017-11-03,8.56,2,3.852
CA-2017-166415,Rubber Band Ball,2017-02-19,11.22,3,0.2244
CA-2015-118444,"Belkin 325VA UPS Surge Protector, 6'",2015-11-05,387.136,4,24.196
CA-2014-113929,Staple envelope,2014-06-16,41.4,5,19.458
CA-2015-134747,AT&T 17929 Lendline Telephone,2015-10-12,135.72,3,35.2872
CA-2017-155047,"Eberhard Faber 3 1/2"" Golf Pencils",2017-08-27,5.952,1,0.372
CA-2016-160129,Advantus Map Pennant Flags and Round Head Tacks,2016-11-23,15.8,5,2.37
CA-2017-164329,Space Solutions Commercial Steel Shelving,2017-01-30,129.3,2,6.465
US-2015-141453,GBC Instant Report Kit,2015-11-30,3.882,3,-5.823
CA-2014-156993,Staples,2014-06-28,6.08,1,3.04
CA-2014-157721,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",2014-09-02,19.9,1,8.955
CA-2017-128629,"Eldon 200 Class Desk Accessories, Smoke",2017-07-10,18.84,3,7.9128
CA-2017-158106,Newell 346,2017-06-04,8.64,3,2.5056
US-2017-120390,GBC DocuBind P400 Electric Binding System,2017-10-19,1633.188,4,-1306.5504
CA-2017-143434,"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",2017-11-18,19.76,4,8.2992
CA-2015-168564,"ACCOHIDE 3-Ring Binder, Blue, 1""",2015-08-08,6.608,2,2.2302
US-2016-169040,Plantronics Calisto P620-M USB Wireless Speakerphone System,2016-12-06,156.792,1,13.7193
CA-2017-155880,Global Highback Leather Tilter in Burgundy,2017-03-25,90.99,1,14.5584
CA-2017-126242,"File Shuttle II and Handi-File, Black",2017-11-19,305.01,9,76.2525
CA-2016-166443,Advantus Panel Wall Acrylic Frame,2016-11-04,38.29,7,16.4647
CA-2017-169859,"Eldon 400 Class Desk Accessories, Black Carbon",2017-12-14,26.25,3,11.025
CA-2017-134915,Memorex Micro Travel Drive 8 GB,2017-11-12,41.6,4,13.0
CA-2016-153353,GE DSL Phone Line Filter,2016-08-18,39.99,1,11.5971
CA-2017-123638,"Situations Contoured Folding Chairs, 4/Set",2017-06-27,191.646,3,31.941
CA-2017-168900,DXL Angle-View Binders with Locking Rings by Samsill,2017-05-04,2.313,1,-1.9275
CA-2015-158456,Avery Hole Reinforcements,2015-12-24,19.936,4,7.2268
CA-2017-143665,Strathmore Photo Mount Cards,2017-04-26,20.34,3,9.3564
CA-2017-137428,"Global Deluxe Stacking Chair, Gray",2017-12-16,81.568,2,9.1764
CA-2014-162866,DAX Wood Document Frame,2014-12-27,32.952,6,-19.7712
CA-2017-167941,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",2017-11-06,499.584,3,43.7136
CA-2017-111808,Peel & Stick Add-On Corner Pockets,2017-12-16,10.8,5,5.184
CA-2015-137512,Chromcraft Round Conference Tables,2015-05-07,244.006,2,-31.3722
CA-2017-139773,"Safco Chair Connectors, 6/Carton",2017-12-04,188.552,7,-2.6936
CA-2017-134607,X-Rack File for Hanging Folders,2017-10-03,22.58,2,5.8708
CA-2014-109232,Global Highback Leather Tilter in Burgundy,2014-01-13,545.94,6,87.3504
CA-2015-139850,Xerox 1997,2015-06-12,20.736,4,7.2576
CA-2014-131310,"Safco Chair Connectors, 6/Carton",2014-07-12,123.136,4,13.8528
US-2014-112872,File Shuttle I and Handi-File,2014-12-06,53.424,3,4.6746
CA-2016-139269,Eldon Expressions Mahogany Wood Desk Collection,2016-05-25,24.96,4,6.24
CA-2016-139010,SanDisk Ultra 16 GB MicroSDHC Class 10 Memory Card,2016-02-21,12.99,1,0.7794
CA-2016-134376,Kensington 6 Outlet Guardian Standard Surge Protector,2016-10-02,61.44,3,16.5888
CA-2017-147291,GBC DocuBind TL200 Manual Binding Machine,2017-03-11,895.92,4,421.0824
CA-2016-112893,VariCap6 Expandable Binder,2016-09-09,55.36,4,18.684
US-2014-150532,Eldon Fold 'N Roll Cart System,2014-07-14,55.92,5,6.291
CA-2014-138317,Staple envelope,2014-06-21,24.896,4,8.4024
CA-2015-130610,Durable Pressboard Binders,2015-07-05,19.0,5,8.93
CA-2017-104381,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",2017-12-16,33.376,4,10.43
CA-2016-131499,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,2016-09-08,207.48,1,62.244
CA-2014-148761,Surelock Post Binders,2014-05-17,91.68,3,45.84
CA-2017-116519,Avanti 4.4 Cu. Ft. Refrigerator,2017-10-13,904.9,5,253.372
CA-2014-130729,Avery Premier Heavy-Duty Binder with Round Locking Rings,2014-10-24,34.272,3,11.1384
CA-2016-124772,"Howard Miller 16"" Diameter Gallery Wall Clock",2016-12-05,191.82,3,74.8098
CA-2016-115525,Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,2016-07-25,243.88,5,27.4365
CA-2017-134845,Insertable Tab Post Binder Dividers,2017-04-17,12.03,5,-9.223
US-2015-138919,"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",2015-09-17,344.22,2,-103.266
US-2016-160528,SAFCO Boltless Steel Shelving,2016-08-23,727.296,8,-172.7328
CA-2015-123568,Alliance Rubber Bands,2015-11-08,5.04,3,0.2016
CA-2017-124674,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",2017-11-17,327.7328,2,-14.4588
CA-2015-164441,Storex Dura Pro Binders,2015-11-08,52.272,11,17.6418
CA-2017-169054,"Tenex 46"" x 60"" Computer Anti-Static Chairmat, Rectangular Shaped",2017-04-22,254.352,3,0.0
CA-2014-106719,"SlimView Poly Binder, 3/8""",2014-08-24,8.288,2,2.6936
CA-2017-116855,Hon Valutask Swivel Chairs,2017-12-17,504.9,5,80.784
US-2016-164189,BlackBerry Q10,2016-03-24,403.168,4,25.198
CA-2015-168480,O'Sullivan 2-Shelf Heavy-Duty Bookcases,2015-09-21,194.32,4,31.0912
US-2016-114293,Novimex Fabric Task Chair,2016-11-21,195.136,4,-12.196
CA-2017-134173,Xerox 231,2017-09-16,20.736,4,7.2576
US-2015-123960,Kingston Digital DataTraveler 16GB USB 2.0,2015-06-11,53.7,6,10.203
CA-2017-101749,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",2017-10-03,171.288,3,-6.4233
US-2016-147991,"Eldon Image Series Desk Accessories, Burgundy",2016-05-05,16.72,5,3.344
CA-2017-149559,Xerox 1996,2017-09-11,12.96,2,6.2208
CA-2015-135174,Cisco Unified IP Phone 7945G VoIP phone,2015-04-30,1022.97,5,-255.7425
CA-2017-125290,Newell 339,2017-11-06,13.9,5,3.614
CA-2014-137351,DXL Angle-View Binders with Locking Rings by Samsill,2014-09-30,43.176,7,13.4925
CA-2017-121419,Bevis 44 x 96 Conference Tables,2017-04-02,411.8,2,70.006
US-2017-148054,36X48 HARDFLOOR CHAIRMAT,2017-10-06,41.96,2,2.9372
CA-2016-128517,Nortel Meridian M5316 Digital phone,2016-04-09,517.9,2,134.654
US-2015-100377,Canon Imageclass D680 Copier / Fax,2015-08-28,2799.96,5,874.9875
CA-2017-131492,Ampad #10 Peel & Seel Holiday Envelopes,2017-10-19,8.96,2,4.3008
CA-2016-144554,Plantronics Audio 478 Stereo USB Headset,2016-11-07,119.976,3,22.4955
CA-2017-127621,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",2017-03-03,26.88,8,9.744
CA-2015-145184,Apple EarPods with Remote and Mic,2015-11-27,83.97,3,23.5116
CA-2017-106859,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",2017-03-13,90.8,8,25.424
US-2017-120089,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,2017-11-30,663.936,4,82.992
CA-2014-119375,Smead Adjustable Mobile File Trolley with Lockable Top,2014-11-17,2934.33,7,792.2691
CA-2016-125206,Recycled Steel Personal File for Hanging File Folders,2016-01-03,114.46,2,28.615
CA-2015-126137,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",2015-10-03,120.666,2,18.4548
CA-2014-143903,Letter Size Cart,2014-07-20,342.864,3,38.5722
CA-2014-104780,4009 Highlighters by Sanford,2014-05-21,31.84,8,10.5072
CA-2017-101182,Xerox 220,2017-09-04,12.96,2,6.2208
US-2017-132297,Binding Machine Supplies,2017-05-27,58.34,2,28.0032
CA-2014-100328,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",2014-01-28,3.928,1,1.3257
CA-2017-118773,GBC ProClick 150 Presentation Binding System,2017-02-09,252.784,4,-417.0936
US-2017-159205,Advantus Panel Wall Certificate Holder - 8.5x11,2017-03-31,61.0,5,25.62
CA-2016-112123,GBC ProClick Punch Binding System,2016-03-03,447.86,7,219.4514
CA-2015-114468,Acme Tagit Stainless Steel Antibacterial Scissors,2015-08-23,31.68,4,2.772
CA-2017-135692,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",2017-04-27,33.12,4,11.592
CA-2017-131233,Avery Non-Stick Binders,2017-04-14,10.776,3,3.5022
CA-2017-119578,Premier Electric Letter Opener,2017-12-22,695.16,6,34.758
CA-2016-124562,"Universal Recycled Hanging Pressboard Report Binders, Letter Size",2016-12-08,12.957,7,-9.5018
US-2017-140074,Xerox 1980,2017-03-23,25.68,6,11.556
CA-2016-103037,Avery 493,2016-07-25,15.712,4,5.6956
CA-2017-127460,"Fellowes Mobile File Cart, Black",2017-07-10,298.464,6,26.1156
CA-2016-121671,Strathmore Photo Frame Cards,2016-07-17,21.93,3,10.0878
CA-2016-150350,Okidata C331dn Printer,2016-08-23,837.6,3,62.82
